date,feature_index,NO2
2020-09-26T00:00:00.000Z,0,3.2758423913037404E-5
2020-09-28T00:00:00.000Z,0,1.6210050489462446E-5
2020-09-29T00:00:00.000Z,0,3.580267002689652E-5
2020-12-29T00:00:00.000Z,0,
2021-01-02T00:00:00.000Z,0,
2020-12-30T00:00:00.000Z,0,
2021-01-01T00:00:00.000Z,0,3.920782182831317E-5
2021-01-03T00:00:00.000Z,0,
2021-01-04T00:00:00.000Z,0,
2020-12-28T00:00:00.000Z,0,
2020-12-31T00:00:00.000Z,0,4.061355866724625E-5
2020-08-12T00:00:00.000Z,0,1.886181598820258E-5
2020-08-07T00:00:00.000Z,0,5.604451143881306E-5
2020-08-09T00:00:00.000Z,0,1.6168979982467135E-5
2020-08-06T00:00:00.000Z,0,3.969694807892665E-5
2020-08-11T00:00:00.000Z,0,3.028264472959563E-5
2020-08-10T00:00:00.000Z,0,
2020-08-08T00:00:00.000Z,0,4.224567237542942E-5
2020-08-13T00:00:00.000Z,0,3.788414778682636E-5
2021-03-04T00:00:00.000Z,0,
2021-03-05T00:00:00.000Z,0,
2021-03-03T00:00:00.000Z,0,
2021-03-08T00:00:00.000Z,0,
2021-03-09T00:00:00.000Z,0,4.9457079512649216E-5
2021-03-02T00:00:00.000Z,0,
2021-03-06T00:00:00.000Z,0,
2021-03-07T00:00:00.000Z,0,
2020-12-07T00:00:00.000Z,0,
2020-12-06T00:00:00.000Z,0,
2020-12-11T00:00:00.000Z,0,
2020-12-10T00:00:00.000Z,0,
2020-12-04T00:00:00.000Z,0,
2020-12-08T00:00:00.000Z,0,
2020-12-09T00:00:00.000Z,0,
2020-12-05T00:00:00.000Z,0,
2021-02-13T00:00:00.000Z,0,5.168405914446339E-5
2021-02-11T00:00:00.000Z,0,
2021-02-08T00:00:00.000Z,0,
2021-02-06T00:00:00.000Z,0,
2021-02-12T00:00:00.000Z,0,
2021-02-07T00:00:00.000Z,0,
2021-02-09T00:00:00.000Z,0,
2021-02-10T00:00:00.000Z,0,
2021-03-18T00:00:00.000Z,0,8.038000669330359E-5
2021-03-21T00:00:00.000Z,0,4.6783707148279063E-5
2021-03-20T00:00:00.000Z,0,
2021-03-25T00:00:00.000Z,0,
2021-03-23T00:00:00.000Z,0,4.837292726733722E-5
2021-03-19T00:00:00.000Z,0,3.5387385651119985E-5
2021-03-24T00:00:00.000Z,0,
2021-03-22T00:00:00.000Z,0,
2021-04-24T00:00:00.000Z,0,2.3579794287797995E-5
2021-04-19T00:00:00.000Z,0,2.7352127290214412E-5
2021-04-26T00:00:00.000Z,0,3.2572537747910246E-5
2021-04-23T00:00:00.000Z,0,7.141113746911287E-5
2021-04-25T00:00:00.000Z,0,2.766286979749566E-5
2021-04-21T00:00:00.000Z,0,4.965523476130329E-5
2021-04-22T00:00:00.000Z,0,5.936505112913437E-5
2021-04-20T00:00:00.000Z,0,5.4958965847617947E-5
2021-05-18T00:00:00.000Z,0,4.726051884063054E-5
2021-05-20T00:00:00.000Z,0,4.1983104893006384E-5
2021-05-16T00:00:00.000Z,0,
2021-05-17T00:00:00.000Z,0,3.1540488635073416E-5
2021-05-14T00:00:00.000Z,0,1.9817990505544003E-5
2021-05-19T00:00:00.000Z,0,
2021-05-15T00:00:00.000Z,0,2.726033198996447E-5
2021-05-13T00:00:00.000Z,0,2.429201140330406E-5
2021-06-11T00:00:00.000Z,0,2.006139766308479E-5
2021-06-08T00:00:00.000Z,0,3.120395012956578E-5
2021-06-10T00:00:00.000Z,0,4.510440703597851E-5
2021-06-13T00:00:00.000Z,0,2.5264247597078793E-5
2021-06-07T00:00:00.000Z,0,
2021-06-06T00:00:00.000Z,0,2.7950676667387597E-5
2021-06-09T00:00:00.000Z,0,5.5307807997451164E-5
2021-06-12T00:00:00.000Z,0,5.216341378400102E-5
2021-06-22T00:00:00.000Z,0,2.9075672500766814E-5
2021-06-23T00:00:00.000Z,0,1.556825100124115E-5
2021-06-25T00:00:00.000Z,0,2.4390381895500468E-5
2021-06-28T00:00:00.000Z,0,
2021-06-26T00:00:00.000Z,0,3.3331203667330556E-5
2021-06-29T00:00:00.000Z,0,2.6742243790067732E-5
2021-06-24T00:00:00.000Z,0,
2021-06-27T00:00:00.000Z,0,1.870188134489581E-5
