NO2_t-1,NO2_t-2,NO2_t-3,NO2
-0.8857942948119967,-0.8210207047883512,-0.7575718403734075,2.2329187231662218e-05
-0.9485576105860251,-0.8837102520185653,-0.8202307992739645,5.0950799050042406e-05
0.8772244486692571,-0.9463997992487795,-0.8828897581745216,3.060350809391821e-05
-0.4207359533470284,0.8772363363539301,-0.9455487170750788,5.825655898661353e-05
1.3432612849613248,-0.4191985145087169,0.877197605380865,2.482852596585872e-05
-0.7891239682791525,1.3427254186219622,-0.41860467149857256,2.3955071204303145e-05
-0.8448419356437704,-0.7871535464620898,1.3424595599357576,2.308161644274757e-05
-0.9005599030083883,-0.8428060259972951,-0.7863801658685105,2.2208161681192e-05
-0.956277870373006,-0.8984585055325004,-0.8420054906950688,2.1334706919636424e-05
-1.011995837737624,-0.9541109850677055,-0.897630815521627,2.046125215808085e-05
-1.0677138051022417,-1.0097634646029108,-0.9532561403481851,1.9587797396525275e-05
-1.1234317724668597,-1.0654159441381161,-1.0088814651747433,3.7285963117028587e-05
0.005540056906881821,-1.1210684236733215,-1.0645067900013017,1.5627943412255263e-05
-1.3760321643535212,0.006576474405712496,-1.1201321148278598,1.4984065273893066e-05
-1.417105363194596,-1.373371922974775,0.0069625675389468275,1.6037641011456387e-05
-1.349897419354254,-1.4143968466405994,-1.372312506801996,1.709121674901971e-05
-1.282689475513912,-1.347267895315052,-1.41331741303358,1.8144792486583034e-05
-1.2154815316735699,-1.280138943989505,-1.3462212161716298,1.919836822414636e-05
-1.1482735878332275,-1.2130099926639575,-1.2791250193096797,2.025194396170968e-05
-1.0810656439928856,-1.1458810413384102,-1.2120288224477296,2.1305519699273e-05
-1.013857700152544,-1.0787520900128629,-1.1449326255857792,2.235909543683632e-05
-0.9466497563122018,-1.0116231386873158,-1.0778364287238291,2.3412671174399646e-05
-0.8794418124718597,-0.9444941873617686,-1.0107402318618794,2.4466246911962968e-05
-0.8122338686315177,-0.8773652360362212,-0.9436440349999293,2.551982264952629e-05
-0.7450259247911757,-0.810236284710674,-0.8765478381379791,2.657339838708961e-05
-0.6778179809508337,-0.7431073333851268,-0.809451641276029,2.7626974124652933e-05
-0.6106100371104917,-0.6759783820595796,-0.742355444414079,2.868054986221625e-05
-0.54340209327015,-0.6088494307340323,-0.675259247552129,2.9734125599779577e-05
-0.47619414942980776,-0.5417204794084853,-0.6081630506901788,3.07877013373429e-05
-0.40898620558946575,-0.4745915280829379,-0.541066853828229,3.184127707490623e-05
-0.34177826174912335,-0.4074625767573907,-0.47397065696627877,3.289485281246954e-05
-0.2745703179087818,-0.3403336254318431,-0.4068744601043287,3.394842855003287e-05
-0.20736237406843935,-0.2732046741062963,-0.33977826324237825,3.500200428759619e-05
-0.14015443022809737,-0.20607572278074865,-0.27268206638042863,3.605558002515952e-05
-0.07294648638775494,-0.13894677145520143,-0.20558586951847815,3.710915576272284e-05
-0.005738542547412956,-0.07181782012965378,-0.1384896726565281,3.816273150028616e-05
0.0614694012929286,-0.004688868804106566,-0.07139347579457761,3.921630723784948e-05
0.1286773451332706,0.06244008252144022,-0.004297278932627566,4.02698829754128e-05
0.19588528897361257,0.12956903384698742,0.06279891792932205,4.132345871297613e-05
0.26309323281395497,0.19669798517253465,0.1298951147912721,4.237703445053944e-05
0.3303011766542961,0.2638269364980823,0.19699131165322215,4.343061018810277e-05
0.397509120494639,0.33095588782362867,0.26408750851517265,4.448418592566609e-05
0.4647170643349805,0.3980848391491767,0.33118370537712183,4.5537761663229416e-05
0.531925008175323,0.4652137904747235,0.3982799022390727,4.659133740079274e-05
0.599132952015665,0.5323427418002712,0.46537609910102234,4.764491313835606e-05
0.6663408958560069,0.5994716931258184,0.5324722959629729,5.2480787417152897e-05
0.9748229113018101,0.6666006444513656,0.5995684928249229,5.731666169594973e-05
1.2833049267476133,0.9747200871300727,0.666664689686873,6.215253597474657e-05
1.5917869421934165,1.28283952980878,0.9746337905701326,6.69884102535434e-05
1.9002689576392198,1.5909589724874873,1.2826028914533922,6.322057431264381e-05
1.6599174600798117,1.8990784151661944,1.5905719923366517,5.945273837174422e-05
1.419565962520404,1.6590094135163773,1.8985410932199114,5.568490243084463e-05
1.1792144649609964,1.4189404118665605,1.6585892292762563,5.191706648994503e-05
0.9388629674015884,1.1788714102167437,1.4186373653326017,4.814923054904544e-05
0.6985114698421808,0.9388024085669265,1.178685501388947,4.438139460814585e-05
0.4581599722827732,0.6987334069171097,0.938733637445292,4.061355866724625e-05
0.21780847472336515,0.45866440526729296,0.6987817735016375,3.920782182831317e-05
0.1281360580598824,0.21859540361747576,0.45882990955798286,3.923248532373691e-05
0.1297093505686664,0.12902838297260655,0.21887804561432783,3.925714881916065e-05
0.1312826430774508,0.13059982632004624,0.12935472771856,3.9281812314584384e-05
0.13285593558623476,0.1321712696674864,0.1309254043061606,3.9306475810008126e-05
0.13442922809501917,0.13374271301492613,0.1324960808937616,3.933113930543186e-05
0.13600252060380316,0.13531415636236627,0.1340667574813622,3.93558028008556e-05
0.13757581311258713,0.136885599709806,0.13563743406896325,3.938046629627934e-05
